x,y,z
3.23,4.81,1.52
3.39,4.72,1.6
3.46,4.67,1.66
3.43,4.66,1.56
3.34,4.68,1.52
3.23,4.73,1.62
3.11,4.75,1.66
2.99,4.78,1.62
2.9,4.78,1.52
2.83,4.81,1.46
2.81,4.82,1.39
2.71,4.8,1.39
2.64,4.81,1.45
2.58,4.81,1.51
2.52,4.8,1.58
2.43,4.81,1.53
2.35,4.84,1.46
2.31,4.84,1.48
2.26,4.79,1.46
2.19,4.78,1.48
2.15,4.78,1.46
2.13,4.79,1.48
2.08,4.77,1.51
2.02,4.75,1.48
1.97,4.73,1.43
1.91,4.71,1.41
1.86,4.7,1.39
1.84,4.69,1.36
1.81,4.66,1.38
1.77,4.64,1.39
1.76,4.63,1.35
1.73,4.65,1.46
1.67,4.66,1.46
1.62,4.67,1.5
1.55,4.69,1.46
1.49,4.68,1.45
1.44,4.68,1.45
1.38,4.68,1.5
1.31,4.68,1.5
1.3,4.7,1.45
1.28,4.71,1.43
1.25,4.73,1.43
1.21,4.72,1.44
1.14,4.71,1.41
1.08,4.68,1.42
1.02,4.66,1.51
0.85,4.6,1.57
0.83,4.59,1.61
0.86,4.62,1.59
0.79,4.59,1.57
0.79,4.57,1.66
0.79,4.54,1.74
0.8,4.53,1.71
0.79,4.49,1.64
0.79,4.45,1.57
0.81,4.43,1.5
0.82,4.4,1.45
0.89,4.38,1.56
0.91,4.36,1.55
0.94,4.35,1.46
1.01,4.28,1.43
0.97,4.23,1.39
0.98,4.19,1.42
0.97,4.14,1.44
1.55,3.74,1.39
1.61,3.64,1.31
1.53,3.65,1.42
1.6,3.54,1.46
1.46,3.59,1.42
1.53,3.49,1.38
1.39,3.52,1.44
1.34,3.52,1.45
1.3,3.51,1.59
1.23,3.51,1.5
1.19,3.48,1.45
1.17,3.44,1.39
1.17,3.4,1.36
1.07,3.38,1.32
1.01,3.35,1.35
0.99,3.3,1.48
0.99,3.25,1.52
0.98,3.16,1.48
0.97,3.11,1.43
1.03,3.01,1.39
0.95,2.97,1.28
0.93,2.97,1.36
0.96,2.94,1.5
0.97,2.9,1.6
0.96,2.87,1.55
0.96,2.84,1.54
1.01,2.76,1.49
0.96,2.68,1.52
0.95,2.61,1.44
0.97,2.47,1.27
0.96,2.44,1.41
0.94,2.42,1.45
0.95,2.39,1.45
0.97,2.35,1.44
0.92,2.29,1.4
0.93,2.26,1.38
0.93,2.26,1.36
0.94,2.24,1.4
0.95,2.2,1.44
0.95,2.16,1.39
0.94,2.12,1.35
0.93,2.09,1.37
0.97,2.07,1.39
0.94,2.07,1.47
1.03,1.98,1.54
0.99,1.96,1.51
0.98,1.93,1.5
0.96,1.89,1.54
0.96,1.85,1.59
0.96,1.81,1.51
0.94,1.71,1.43
0.93,1.64,1.41
0.94,1.6,1.48
0.95,1.59,1.42
0.96,1.59,1.53
0.97,1.58,1.55
0.94,1.61,1.62
0.91,1.64,1.58
0.96,1.59,1.64
0.97,1.54,1.54
1.05,1.56,1.51
1.12,1.56,1.47
1.21,1.58,1.5
1.31,1.6,1.52
1.38,1.62,1.49
1.43,1.63,1.44
1.49,1.61,1.41
1.52,1.59,1.48
1.62,1.63,1.54
1.68,1.65,1.58
1.78,1.65,1.62
1.84,1.66,1.59
1.92,1.68,1.54
1.99,1.69,1.56
2.05,1.71,1.5
2.13,1.75,1.48
2.19,1.78,1.47
2.25,1.8,1.44
2.29,1.81,1.43
2.35,1.81,1.38
2.39,1.8,1.46
2.43,1.79,1.43
2.45,1.72,1.54
2.48,1.71,1.54
2.55,1.7,1.5
2.59,1.66,1.48
2.62,1.63,1.45
2.62,1.6,1.42
2.65,1.58,1.39
2.67,1.56,1.37
2.7,1.56,1.37
2.74,1.58,1.39
2.82,1.61,1.37
2.88,1.65,1.44
2.9,1.66,1.47
2.92,1.66,1.43
2.99,1.67,1.47
3.05,1.69,1.47
3.09,1.69,1.43
3.24,1.74,1.44
3.27,1.75,1.47
3.34,1.78,1.49
3.3,1.74,1.44
3.28,1.72,1.44
3.31,1.74,1.43
3.32,1.77,1.53
3.29,1.78,1.58
3.28,1.81,1.59
3.26,1.84,1.61
3.2,1.9,1.65
3.23,1.9,1.61
3.23,1.94,1.51
3.16,2.02,1.51
3.09,2.07,1.53
3.09,2.12,1.52
3.11,2.17,1.51
3.12,2.23,1.45
3.11,2.27,1.52
3.01,2.34,1.39
3,2.37,1.4
3,2.39,1.31
3.01,2.49,1.27
2.99,2.57,1.36
2.99,2.63,1.39
2.99,2.64,1.35
3.06,2.63,1.33
3.06,2.67,1.45
3.09,2.73,1.42
3.01,2.86,1.4
3.05,2.94,1.35
3.1,3.02,1.33
3.06,3.05,1.39
3.04,3.11,1.34
3.02,3.17,1.44
3.01,3.22,1.48
3.01,3.29,1.45
2.98,3.35,1.41
2.89,3.32,1.35
2.85,3.32,1.37
2.86,3.41,1.19
2.85,3.44,1.19
2.89,3.46,1.21
2.93,3.5,1.24
2.98,3.53,1.22
3,3.57,1.23
2.99,3.61,1.25
3.09,3.71,1.35
2.96,3.72,1.29
3.01,3.77,1.28
3.03,3.85,1.28
3.02,3.91,1.42
3.02,3.96,1.39
3.02,4.02,1.4
3.03,4.07,1.53
3.04,4.2,1.37
3.08,4.24,1.34
3.09,4.29,1.3
3.1,4.3,1.37
3.11,4.33,1.42
3.11,4.37,1.39
3.12,4.4,1.49
3.19,4.4,1.54
3.23,4.47,1.54
3.27,4.47,1.59
3.3,4.51,1.54
3.3,4.53,1.57
3.3,4.56,1.57
3.3,4.6,1.52
3.34,4.62,1.51
3.35,4.64,1.5
3.51,4.58,1.47
3.35,4.67,1.52
3.41,4.62,1.56
3.37,4.63,1.55
3.26,4.69,1.6
3.19,4.75,1.53
3.08,4.78,1.59
3,4.78,1.62
2.93,4.8,1.56
2.85,4.79,1.47
2.8,4.81,1.51
2.75,4.83,1.54
2.7,4.84,1.49
2.62,4.84,1.46
2.55,4.84,1.5
2.49,4.84,1.56
2.43,4.84,1.58
2.34,4.86,1.54
2.28,4.82,1.5
2.23,4.81,1.51
2.21,4.83,1.44
2.16,4.83,1.41
2.12,4.8,1.41
2.06,4.77,1.39
2.01,4.73,1.47
2,4.72,1.42
1.96,4.7,1.51
1.92,4.66,1.59
1.86,4.64,1.5
1.8,4.6,1.47
1.77,4.59,1.5
1.75,4.6,1.43
1.74,4.59,1.51
1.7,4.59,1.45
1.7,4.63,1.49
1.62,4.63,1.47
1.58,4.68,1.49
1.51,4.68,1.46
1.43,4.67,1.51
1.37,4.68,1.5
1.33,4.71,1.45
1.29,4.71,1.43
1.25,4.73,1.48
1.21,4.72,1.55
1.14,4.72,1.61
1.09,4.72,1.59
1.08,4.76,1.55
1.02,4.76,1.5
0.99,4.74,1.52
0.81,4.66,1.54
0.82,4.67,1.5
0.62,4.56,1.48
0.61,4.56,1.44
0.59,4.54,1.52
0.58,4.54,1.47
0.59,4.51,1.44
0.56,4.48,1.4
0.55,4.46,1.38
0.55,4.44,1.38
0.57,4.42,1.48
0.57,4.37,1.48
0.58,4.35,1.42
0.64,4.35,1.53
0.67,4.32,1.5
0.7,4.29,1.49
0.74,4.24,1.54
0.81,4.23,1.57
0.83,4.2,1.54
0.87,4.18,1.55
0.87,4.15,1.47
0.89,4.12,1.46
0.86,4.07,1.5
0.74,3.97,1.5
0.8,3.96,1.43
0.8,3.98,1.3
0.79,3.9,1.28
0.82,3.85,1.29
0.84,3.78,1.31
0.83,3.72,1.29
0.83,3.66,1.31
0.86,3.62,1.41
0.85,3.58,1.48
0.86,3.53,1.58
0.85,3.45,1.56
0.89,3.41,1.5
0.91,3.36,1.47
0.93,3.33,1.5
0.89,3.28,1.46
0.93,3.27,1.46
0.95,3.28,1.4
1,3.26,1.39
1.04,3.23,1.52
1.06,3.2,1.47
1.06,3.15,1.44
1.05,3.09,1.43
1.04,3.03,1.39
1.04,2.98,1.36
0.99,2.9,1.34
1,2.87,1.31
1,2.81,1.3
0.98,2.75,1.34
1,2.7,1.33
1.04,2.65,1.32
1.07,2.62,1.34
1.1,2.59,1.42
1.1,2.54,1.41
1.11,2.52,1.38
1.13,2.48,1.39
1.1,2.4,1.43
1.06,2.33,1.4
1.04,2.26,1.44
1.01,2.18,1.42
0.99,2.15,1.38
0.99,2.06,1.35
0.98,1.88,1.2
0.96,1.86,1.29
0.98,1.75,1.24
0.99,1.7,1.23
0.97,1.7,1.31
0.99,1.67,1.37
1,1.65,1.37
0.99,1.62,1.36
0.99,1.59,1.34
0.85,1.62,1.4
0.83,1.62,1.38
0.9,1.54,1.44
0.92,1.47,1.42
0.95,1.44,1.45
1,1.42,1.55
1.04,1.39,1.51
1.07,1.39,1.52
1.08,1.37,1.5
1.07,1.33,1.54
1.09,1.31,1.54
1.09,1.35,1.5
1.11,1.39,1.47
1.21,1.38,1.5
1.25,1.4,1.55
1.29,1.4,1.49
1.29,1.39,1.53
1.35,1.39,1.57
1.4,1.4,1.55
1.45,1.41,1.56
1.5,1.42,1.49
1.54,1.4,1.46
1.53,1.41,1.41
1.56,1.38,1.51
1.66,1.35,1.45
1.77,1.33,1.56
1.86,1.33,1.6
1.9,1.37,1.61
1.94,1.4,1.69
1.99,1.42,1.6
2,1.44,1.58
2.04,1.41,1.5
2.09,1.45,1.48
2.14,1.48,1.48
2.16,1.48,1.45
2.22,1.52,1.46
2.29,1.55,1.49
2.31,1.55,1.47
2.34,1.54,1.49
2.37,1.56,1.51
2.41,1.56,1.55
2.45,1.57,1.64
2.46,1.58,1.53
2.51,1.59,1.56
2.54,1.6,1.54
2.57,1.6,1.57
2.61,1.58,1.61
2.62,1.53,1.56
2.68,1.56,1.51
2.69,1.54,1.49
2.74,1.56,1.5
2.81,1.59,1.51
2.85,1.59,1.46
2.92,1.61,1.47
2.95,1.59,1.48
2.99,1.61,1.49
3.01,1.61,1.55
3.06,1.63,1.51
3.12,1.63,1.45
3.14,1.66,1.52
3.16,1.69,1.46
3.18,1.71,1.44
3.21,1.74,1.42
3.3,1.85,1.4
3.31,1.87,1.44
3.24,1.9,1.46
3.19,1.93,1.4
3.2,1.98,1.48
3.22,2.02,1.43
3.26,2.05,1.38
3.26,2.09,1.4
3.29,2.14,1.37
3.27,2.2,1.33
3.18,2.22,1.32
3.15,2.27,1.33
3.12,2.35,1.34
3.08,2.41,1.42
3.05,2.47,1.4
3.02,2.55,1.49
3.01,2.61,1.47
3.01,2.66,1.46
3.05,2.69,1.39
3.06,2.8,1.41
3.09,2.84,1.47
3.08,2.9,1.53
3.06,2.94,1.55
3.05,2.99,1.58
3.06,3.04,1.5
3.1,3.11,1.46
3.06,3.13,1.42
3.08,3.17,1.55
3.11,3.2,1.52
3.12,3.25,1.53
3.15,3.28,1.47
3.18,3.33,1.42
3.17,3.39,1.4
3.17,3.45,1.47
3.19,3.51,1.52
3.14,3.55,1.58
3.15,3.6,1.59
3.14,3.66,1.58
3.13,3.72,1.55
3.11,3.77,1.6
3.16,3.84,1.58
3.08,3.93,1.62
3.09,3.96,1.64
3.11,4.01,1.57
3.15,4.07,1.54
3.32,4.05,1.53
3.32,4.13,1.44
3.31,4.18,1.44
3.28,4.19,1.43
3.23,4.25,1.41
3.2,4.29,1.42
3.16,4.34,1.44
3.1,4.4,1.39
3.05,4.46,1.4
3.01,4.51,1.38
2.97,4.52,1.43
2.98,4.53,1.44
2.97,4.57,1.43
2.99,4.65,1.43
2.97,4.62,1.39
3.05,4.64,1.43
3.04,4.7,1.53
3.05,4.76,1.51
3.05,4.8,1.55
3.12,4.76,1.5
3.06,4.8,1.46
3.02,4.83,1.43
2.97,4.87,1.48
2.87,4.88,1.55
2.82,4.9,1.57
2.75,4.94,1.58
2.8,4.89,1.55
2.8,4.87,1.53
2.84,4.82,1.52
2.79,4.82,1.6
2.7,4.86,1.56
2.72,4.79,1.6
2.62,4.83,1.52
2.53,4.86,1.55
2.46,4.88,1.49
2.39,4.88,1.48
2.34,4.88,1.6
2.31,4.93,1.65
2.26,4.95,1.63
2.25,4.97,1.56
2.2,4.98,1.52
2.18,5.01,1.45
2.1,5.03,1.42
2.02,5,1.47
1.99,5,1.53
1.95,4.98,1.58
1.91,4.96,1.61
1.87,4.94,1.58
1.83,4.93,1.53
1.82,4.95,1.47
1.81,4.98,1.42
1.75,4.96,1.45
1.69,4.97,1.53
1.69,4.97,1.53
1.59,4.95,1.45
1.53,4.93,1.47
1.49,4.93,1.48
1.44,4.92,1.56
1.41,4.94,1.55
1.29,4.9,1.5
1.24,4.89,1.46
1.24,4.95,1.45
1.25,4.98,1.43
1.26,5.01,1.41
1.22,5,1.45
1.2,5,1.46
1.1,5.02,1.55
1.02,5.03,1.53
0.98,4.99,1.51
0.91,4.93,1.47
0.89,4.92,1.47
0.85,4.9,1.47
0.82,4.86,1.47
0.85,4.86,1.45
0.81,4.81,1.4
0.78,4.78,1.39
0.7,4.71,1.51
0.79,4.73,1.47
0.82,4.72,1.57
0.84,4.71,1.58
0.64,4.59,1.55
0.61,4.56,1.49
0.6,4.54,1.45
0.61,4.49,1.49
0.61,4.45,1.45
0.7,4.45,1.46
0.76,4.36,1.36
0.76,4.34,1.37
0.78,4.31,1.4
0.77,4.25,1.38
0.78,4.22,1.4
0.75,4.21,1.4
0.74,4.16,1.5
0.73,4.08,1.48
0.68,3.99,1.48
0.78,4,1.41
0.75,3.93,1.39
0.75,3.87,1.51
0.81,3.86,1.45
0.76,3.79,1.43
0.75,3.73,1.53
0.8,3.71,1.49
0.83,3.68,1.49
0.86,3.64,1.5
0.85,3.55,1.39
0.85,3.48,1.4
0.86,3.41,1.47
0.87,3.36,1.45
0.9,3.32,1.56
0.92,3.28,1.63
0.94,3.22,1.65
0.95,3.17,1.64
0.94,3.09,1.62
0.85,2.99,1.54
0.85,2.98,1.45
0.87,2.92,1.45
0.9,2.91,1.45
0.89,2.86,1.45
0.92,2.81,1.45
0.94,2.78,1.43
0.96,2.74,1.38
0.92,2.72,1.37
0.89,2.71,1.4
0.9,2.66,1.37
0.91,2.62,1.41
0.93,2.57,1.39
0.9,2.51,1.38
0.84,2.45,1.47
0.87,2.42,1.4
0.84,2.4,1.39
0.84,2.38,1.4
0.84,2.37,1.34
0.85,2.34,1.38
0.71,2.36,1.41
0.66,2.34,1.36
0.61,2.3,1.42
0.72,2.27,1.39
0.77,2.22,1.37
0.8,2.19,1.39
0.84,2.15,1.38
0.85,2.13,1.34
0.87,2.09,1.38
0.88,2.07,1.45
0.92,2.06,1.42
0.92,1.98,1.51
0.81,1.98,1.48
0.78,1.91,1.51
0.76,1.84,1.54
0.8,1.79,1.5
0.73,1.8,1.58
0.78,1.73,1.64
0.75,1.71,1.58
0.86,1.63,1.65
0.89,1.59,1.58
0.9,1.53,1.66
0.95,1.48,1.53
1.02,1.5,1.49
1.1,1.52,1.48
1.15,1.5,1.45
1.24,1.54,1.44
1.3,1.56,1.48
1.36,1.59,1.53
1.43,1.62,1.52
1.51,1.65,1.53
1.56,1.67,1.56
1.61,1.67,1.5
1.63,1.67,1.51
1.63,1.67,1.54
1.66,1.68,1.62
1.7,1.67,1.54
1.74,1.67,1.49
1.75,1.64,1.44
1.77,1.62,1.39
1.83,1.64,1.44
1.84,1.63,1.55
1.86,1.62,1.66
1.91,1.62,1.65
1.95,1.64,1.64
1.98,1.64,1.57
1.97,1.64,1.53
2.04,1.69,1.64
2.06,1.69,1.57
2.13,1.74,1.65
2.15,1.74,1.67
2.17,1.75,1.65
2.25,1.78,1.68
2.3,1.77,1.61
2.31,1.74,1.57
2.37,1.76,1.48
2.42,1.75,1.45
2.47,1.74,1.47
2.49,1.72,1.45
2.57,1.72,1.46
2.58,1.74,1.43
2.56,1.74,1.49
2.53,1.71,1.46
2.57,1.73,1.45
2.6,1.72,1.44
2.64,1.72,1.45
2.66,1.71,1.51
2.69,1.67,1.49
2.69,1.66,1.54
2.7,1.65,1.54
2.71,1.63,1.52
2.7,1.6,1.47
2.76,1.62,1.45
2.82,1.62,1.45
2.86,1.63,1.44
2.88,1.64,1.53
2.93,1.62,1.59
2.98,1.63,1.53
3.04,1.64,1.48
3.06,1.62,1.45
3.09,1.64,1.52
3.07,1.64,1.55
3.09,1.64,1.59
3.12,1.67,1.51
3.14,1.7,1.6
3.18,1.73,1.56
3.21,1.74,1.61
3.28,1.78,1.65
3.3,1.79,1.61
3.35,1.81,1.55
3.35,1.86,1.48
3.35,1.89,1.52
3.38,1.92,1.48
3.38,1.94,1.44
3.37,1.98,1.51
3.36,2.01,1.5
3.27,2.07,1.52
3.26,2.1,1.55
3.23,2.13,1.52
3.21,2.15,1.52
3.38,2.26,1.51
3.38,2.32,1.46
3.33,2.35,1.47
3.32,2.41,1.55
3.31,2.46,1.54
3.3,2.5,1.57
3.31,2.53,1.55
3.32,2.55,1.52
3.28,2.59,1.57
3.26,2.63,1.57
3.26,2.65,1.53
3.26,2.67,1.5
3.23,2.72,1.44
3.21,2.75,1.44
3.18,2.78,1.46
3.16,2.83,1.41
3.09,2.9,1.35
3.04,2.97,1.39
3,3.01,1.5
2.97,3.04,1.55
3.02,3.07,1.48
3.04,3.11,1.47
3.07,3.15,1.51
3.11,3.17,1.45
3.07,3.25,1.42
3.13,3.26,1.41
3.16,3.31,1.46
3.15,3.37,1.47
3.15,3.42,1.45
3.12,3.46,1.51
3.17,3.49,1.46
3.21,3.51,1.43
3.2,3.55,1.42
3.2,3.59,1.49
3.18,3.66,1.52
3.2,3.72,1.52
3.17,3.78,1.56
3.15,3.83,1.55
3.13,3.9,1.53
3.15,3.96,1.49
3.13,4,1.47
3.13,4.02,1.48
3.13,4.06,1.47
3.14,4.1,1.46
3.1,4.17,1.53
3.09,4.21,1.48
3.13,4.22,1.53
3.12,4.27,1.5
3.1,4.32,1.55
3.15,4.4,1.49
3.2,4.47,1.45
3.2,4.54,1.48
3.21,4.6,1.58
3.3,4.55,1.55
3.3,4.57,1.53
3.32,4.55,1.56
3.32,4.56,1.58
3.25,4.6,1.58
3.16,4.67,1.52
3.07,4.72,1.6
3.02,4.73,1.57
2.95,4.77,1.57
2.91,4.78,1.56
2.83,4.84,1.62
2.8,4.87,1.59
2.73,4.88,1.66
2.72,4.92,1.55
2.67,4.94,1.52
2.6,4.92,1.49
2.52,4.92,1.51
2.43,4.94,1.44
2.53,4.83,1.43
2.58,4.74,1.55
2.49,4.76,1.52
2.42,4.81,1.64
2.38,4.83,1.59
2.3,4.81,1.53
2.26,4.81,1.58
2.27,4.75,1.49
2.26,4.81,1.32
2.16,4.81,1.3
2.07,4.82,1.35
2.03,4.82,1.45
1.99,4.8,1.48
1.93,4.81,1.43
1.85,4.83,1.45
1.88,4.9,1.32
1.83,4.9,1.33
1.82,4.93,1.32
1.79,4.93,1.4
1.74,4.91,1.43
1.68,4.9,1.44
1.62,4.92,1.44
1.58,4.92,1.39
1.53,4.9,1.38
1.49,4.89,1.49
1.47,4.9,1.45
1.43,4.87,1.42
1.36,4.85,1.46
1.29,4.83,1.47
1.27,4.83,1.42
1.18,4.79,1.4
1.11,4.75,1.4
0.96,4.67,1.48
0.89,4.65,1.46
0.84,4.64,1.42
0.83,4.67,1.4
0.84,4.66,1.39
0.83,4.65,1.52
0.76,4.59,1.51
0.72,4.53,1.55
0.65,4.45,1.62
0.68,4.45,1.6
0.63,4.39,1.54
0.66,4.35,1.59
0.68,4.34,1.54
0.68,4.31,1.51
0.71,4.27,1.53
0.73,4.22,1.54
0.73,4.19,1.47
0.78,4.15,1.53
0.83,4.12,1.64
0.84,4.16,1.47
0.81,4.08,1.42
0.76,4.02,1.36
0.74,3.93,1.37
0.78,3.85,1.36
0.83,3.8,1.41
0.83,3.72,1.42
0.88,3.69,1.45
0.95,3.67,1.43
0.99,3.62,1.43
1.04,3.6,1.37
1.02,3.54,1.35
0.99,3.47,1.35
0.96,3.41,1.35
0.96,3.37,1.5
0.94,3.31,1.45
0.95,3.29,1.48
0.96,3.23,1.53
0.94,3.18,1.44
0.97,3.12,1.42
1,3.09,1.41
0.95,3.04,1.4
1.04,3.02,1.29
1.05,2.97,1.28
1.04,2.94,1.35
1.01,2.91,1.44
1.09,2.88,1.46
1.02,2.91,1.44
1.04,2.84,1.43
1.08,2.8,1.37
1.04,2.74,1.37
1.01,2.69,1.47
1,2.61,1.47
1.01,2.57,1.46
0.99,2.52,1.47
0.95,2.48,1.48
0.95,2.43,1.55
0.92,2.36,1.49
0.85,2.26,1.42
0.85,2.2,1.39
0.83,2.15,1.36
0.83,2.12,1.36
0.83,2.1,1.35
0.77,2.07,1.37
0.74,2.04,1.35
0.7,2,1.4
0.68,1.96,1.38
0.69,1.95,1.46
0.76,1.88,1.49
0.79,1.86,1.52
0.8,1.84,1.58
0.88,1.77,1.53
0.92,1.72,1.57
0.97,1.66,1.53
0.99,1.64,1.55
0.87,1.67,1.55
0.87,1.62,1.62
0.89,1.58,1.7
0.88,1.54,1.71
0.87,1.5,1.64
0.89,1.46,1.68
0.84,1.36,1.59
0.82,1.32,1.57
0.87,1.34,1.66
0.86,1.31,1.56
0.91,1.35,1.6
0.92,1.34,1.58
0.98,1.39,1.56
1.01,1.42,1.53
1.01,1.43,1.49
1.02,1.42,1.44
1.07,1.45,1.43
1.13,1.5,1.54
1.18,1.52,1.64
1.25,1.55,1.6
1.18,1.62,1.53
1.19,1.66,1.51
1.27,1.64,1.54
1.19,1.7,1.49
1.24,1.68,1.52
1.35,1.65,1.57
1.42,1.62,1.53
1.47,1.58,1.57
1.47,1.55,1.54
1.48,1.51,1.48
1.55,1.51,1.59
1.6,1.5,1.64
1.7,1.52,1.65
1.75,1.5,1.72
1.86,1.48,1.68
1.92,1.48,1.63
1.96,1.45,1.54
2.01,1.46,1.52
2.04,1.46,1.5
2.06,1.47,1.49
2.13,1.5,1.57
2.2,1.56,1.55
2.26,1.57,1.55
2.31,1.55,1.6
2.39,1.55,1.68
2.46,1.52,1.71
2.52,1.5,1.64
2.68,1.61,1.61
2.72,1.59,1.66
2.74,1.57,1.67
2.72,1.57,1.63
2.77,1.54,1.55
2.83,1.55,1.58
2.84,1.55,1.59
2.88,1.56,1.54
2.85,1.52,1.42
2.95,1.59,1.43
2.96,1.6,1.42
2.99,1.61,1.39
3.08,1.69,1.37
3.11,1.71,1.36
3.13,1.72,1.41
3.22,1.79,1.52
3.19,1.81,1.48
3.33,1.91,1.48
3.53,2.02,1.5
3.46,2,1.45
3.39,1.97,1.43
3.32,1.97,1.42
3.32,2.02,1.38
3.36,2.02,1.34
3.29,2.05,1.34
3.27,2.12,1.49
3.27,2.19,1.53
3.22,2.21,1.48
3.14,2.28,1.43
3.06,2.35,1.41
2.99,2.43,1.35
2.9,2.51,1.49
2.93,2.55,1.51
2.97,2.55,1.61
2.96,2.61,1.57
2.95,2.65,1.51
2.95,2.7,1.48
2.95,2.72,1.44
2.96,2.75,1.42
2.98,2.78,1.39
3.02,2.8,1.39
3.08,2.81,1.33
3.1,2.86,1.32
3.1,2.89,1.41
3.08,2.94,1.38
3.09,2.99,1.41
3.11,3.04,1.36
3.25,3.01,1.35
3.21,3.08,1.38
3.18,3.16,1.34
3.13,3.23,1.32
3.1,3.23,1.25
3.12,3.26,1.17
3.12,3.29,1.22
3.08,3.36,1.22
3.08,3.42,1.35
3.01,3.47,1.39
3.02,3.55,1.4
3.02,3.6,1.4
3.03,3.68,1.35
3.08,3.72,1.46
3.09,3.78,1.41
3.09,3.84,1.36
3.05,3.89,1.33
3.07,3.95,1.31
3.08,4,1.3
3.06,4.06,1.33
3.23,4.02,1.36
3.22,4.07,1.34
3.34,4.06,1.38
3.57,4.01,1.42
3.47,4.1,1.47
3.41,4.18,1.47
3.35,4.24,1.54
3.32,4.3,1.5
3.32,4.36,1.54
3.31,4.41,1.56
3.26,4.47,1.49
3.26,4.48,1.6
3.23,4.52,1.63
3.35,4.48,1.68
3.39,4.51,1.63
3.39,4.51,1.69
3.28,4.56,1.64
3.18,4.6,1.57
3.18,4.58,1.54
3.1,4.61,1.59
2.97,4.66,1.68
2.93,4.7,1.72
2.84,4.71,1.59
2.75,4.71,1.5
2.7,4.74,1.43
2.64,4.74,1.47
2.57,4.74,1.49
2.53,4.75,1.49
2.46,4.75,1.43
2.41,4.74,1.39
2.34,4.73,1.37
2.27,4.72,1.38
2.2,4.73,1.46
2.16,4.74,1.49
2.1,4.75,1.48
2.05,4.73,1.49
2.02,4.74,1.6
1.97,4.73,1.66
1.59,4.53,1.65
1.42,4.44,1.63
1.24,4.35,1.57
1.02,4.26,1.49
1,4.26,1.47
1.1,4.36,1.52
1.18,4.45,1.45
0.96,4.37,1.44
1.04,4.47,1.43
1.07,4.55,1.39
1.1,4.6,1.37
1.08,4.62,1.35
1.04,4.62,1.39
1.04,4.63,1.49
0.87,4.53,1.61
0.75,4.49,1.56
0.7,4.48,1.49
0.73,4.51,1.52
0.77,4.53,1.57
0.5,4.54,1.52
0.67,4.62,1.52
0.66,4.59,1.57
0.64,4.57,1.63
0.72,4.58,1.53
0.71,4.55,1.56
0.48,4.4,1.58
0.56,4.4,1.51
0.65,4.4,1.58
0.7,4.41,1.51
0.79,4.4,1.47
0.81,4.37,1.41
0.84,4.34,1.47
0.89,4.29,1.4
0.9,4.26,1.47
0.91,4.21,1.46
0.93,4.16,1.48
1.09,4.02,1.4
1.09,4.01,1.39
1.27,3.86,1.34
1.52,3.68,1.31
1.53,3.63,1.29
1.63,3.52,1.32
1.65,3.47,1.3
1.48,3.54,1.27
1.35,3.58,1.28
1.29,3.57,1.26
1.25,3.55,1.3
1.23,3.49,1.34
1.12,3.48,1.38
1.12,3.43,1.36
1.1,3.4,1.38
1.07,3.37,1.36
1.02,3.34,1.39
1.05,3.27,1.49
1.04,3.21,1.43
1.03,3.15,1.4
1.18,3.02,1.36
1.13,3.01,1.39
1.11,2.99,1.47
1.12,2.93,1.41
1.11,2.93,1.51
1.07,2.89,1.52
1.08,2.85,1.49
1.07,2.82,1.45
1.1,2.77,1.52
1.03,2.7,1.58
1.01,2.66,1.51
0.98,2.62,1.51
0.99,2.58,1.47
1.02,2.55,1.47
1.01,2.52,1.45
1,2.48,1.42
1.01,2.42,1.38
1.03,2.35,1.36
1.04,2.3,1.36
1.09,2.24,1.39
1.06,2.2,1.38
1.02,2.19,1.37
1.04,2.16,1.34
1.08,2.1,1.31
1.07,2.08,1.31
1.05,2.05,1.36
1.05,2.01,1.36
1.05,1.97,1.43
1.02,1.93,1.41
0.99,1.89,1.41
0.97,1.86,1.45
0.97,1.59,1.27
1,1.61,1.39
1.02,1.62,1.44
1.06,1.64,1.5
1.09,1.64,1.47
1.06,1.62,1.44
1.07,1.59,1.38
1.12,1.58,1.35
1.17,1.58,1.35
1.22,1.6,1.48
1.26,1.61,1.46
1.32,1.62,1.44
1.34,1.61,1.56
1.37,1.58,1.49
1.4,1.55,1.44
1.46,1.56,1.42
1.5,1.53,1.45
1.58,1.5,1.5
1.61,1.47,1.47
1.65,1.48,1.48
1.65,1.47,1.42
1.74,1.5,1.42
1.82,1.54,1.49
1.89,1.56,1.49
1.96,1.59,1.5
2.04,1.62,1.56
2.11,1.63,1.51
2.15,1.64,1.49
2.19,1.64,1.45
2.22,1.66,1.42
2.23,1.65,1.42
2.24,1.62,1.38
2.32,1.67,1.47
2.48,1.75,1.49
2.48,1.7,1.48
2.53,1.7,1.47
2.59,1.69,1.44
2.64,1.68,1.43
2.68,1.67,1.48
2.67,1.63,1.43
2.69,1.61,1.41
2.76,1.58,1.37
2.81,1.6,1.35
2.85,1.62,1.44
2.89,1.67,1.56
2.93,1.72,1.51
2.96,1.73,1.48
2.94,1.75,1.5
3.18,1.88,1.48
3.16,1.87,1.49
3.14,1.86,1.55
3.13,1.83,1.5
3.14,1.83,1.52
3.1,1.82,1.48
3.14,1.83,1.55
3.13,1.86,1.51
